Jahr;Tourismushalbjahr;Tourismusregion;Unterkunft;Art;Anzahl
2021;Winter;Katschberg/Lieser- und Maltatal;Sonstige Fremdenunterkunft;Betten;62
2021;Winter;Katschberg/Lieser- und Maltatal;Sonstige Fremdenunterkunft;Zimmer;0
2021;Winter;Katschberg/Lieser- und Maltatal;Sonstige Fremdenunterkunft;Zusatzbetten;6
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Bewirtschaftete Schutzhütten;Betriebe;1
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Bewirtschaftete Schutzhütten;Betten;4
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Bewirtschaftete Schutzhütten;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Bewirtschaftete Schutzhütten;Zusatzbetten;8
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Campingplatz;Betriebe;8
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Campingplatz;Betten;1936
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Campingplatz;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Campingplatz;Zusatzbetten;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) auf Bauernhof;Betriebe;47
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) auf Bauernhof;Betten;358
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;38
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;178
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) n. auf Bauernhof;Betten;1155
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;128
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;49
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;893
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;437
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;133
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 3 *;Betriebe;55
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 3 *;Betten;2110
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 3 *;Zimmer;915
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;158
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 4 *;Betriebe;9
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 4 *;Betten;970
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 4 *;Zimmer;542
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 4 *;Zusatzbetten;46
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 5 *;Betriebe;1
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 5 *;Betten;8
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 5 *;Zimmer;4
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Beherb.betriebe 5 *;Zusatzbetten;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;89
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Ferienwohnung bzw. -haus;Betten;1297
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;159
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Jugendherbergen u. -gästehäuser;Betriebe;1
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Jugendherbergen u. -gästehäuser;Betten;32
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Jugendherbergen u. -gästehäuser;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Jugendherbergen u. -gästehäuser;Zusatzbetten;14
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Kinder- u. Jugenderholungsheime;Betriebe;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Kinder- u. Jugenderholungsheime;Betten;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Kinder- u. Jugenderholungsheime;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Kinder- u. Jugenderholungsheime;Zusatzbetten;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Private u. öffentl. Kurheime;Betriebe;1
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Private u. öffentl. Kurheime;Betten;240
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Private u. öffentl. Kurheime;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Private u. öffentl. Kurheime;Zusatzbetten;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere auf Bauernhof;Betriebe;24
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere auf Bauernhof;Betten;138
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere auf Bauernhof;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere auf Bauernhof;Zusatzbetten;11
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere nicht auf Bauernhof;Betriebe;41
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere nicht auf Bauernhof;Betten;310
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere nicht auf Bauernhof;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Privatquartiere nicht auf Bauernhof;Zusatzbetten;21
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Sonstige Fremdenunterkunft;Betriebe;18
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Sonstige Fremdenunterkunft;Betten;291
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Sonstige Fremdenunterkunft;Zimmer;0
2021;Winter;Klopeiner See – Südkärnten/Lavanttal;Sonstige Fremdenunterkunft;Zusatzbetten;7
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Bewirtschaftete Schutzhütten;Betriebe;3
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Bewirtschaftete Schutzhütten;Betten;33
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Bewirtschaftete Schutzhütten;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Bewirtschaftete Schutzhütten;Zusatzbetten;13
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Campingplatz;Betriebe;10
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Campingplatz;Betten;3081
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Campingplatz;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Campingplatz;Zusatzbetten;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) auf Bauernhof;Betriebe;107
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) auf Bauernhof;Betten;899
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;150
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;550
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) n. auf Bauernhof;Betten;3764
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;651
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;37
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;695
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;234
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;75
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 3 *;Betriebe;76
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 3 *;Betten;2616
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 3 *;Zimmer;1340
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;496
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 4 *;Betriebe;34
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 4 *;Betten;3288
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 4 *;Zimmer;1082
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 4 *;Zusatzbetten;509
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 4* Superior;Betriebe;3
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 4* Superior;Betten;269
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 4* Superior;Zimmer;135
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Beherb.betriebe 4* Superior;Zusatzbetten;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;115
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Ferienwohnung bzw. -haus;Betten;3144
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;620
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Jugendherbergen u. -gästehäuser;Betriebe;2
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Jugendherbergen u. -gästehäuser;Betten;188
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Jugendherbergen u. -gästehäuser;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Jugendherbergen u. -gästehäuser;Zusatzbetten;24
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kinder- u. Jugenderholungsheime;Betriebe;2
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kinder- u. Jugenderholungsheime;Betten;368
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kinder- u. Jugenderholungsheime;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kinder- u. Jugenderholungsheime;Zusatzbetten;150
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kurheim der Sozialversich.träger;Betriebe;1
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kurheim der Sozialversich.träger;Betten;147
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kurheim der Sozialversich.träger;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Kurheim der Sozialversich.träger;Zusatzbetten;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere auf Bauernhof;Betriebe;64
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere auf Bauernhof;Betten;393
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere auf Bauernhof;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere auf Bauernhof;Zusatzbetten;34
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere nicht auf Bauernhof;Betriebe;88
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere nicht auf Bauernhof;Betten;622
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere nicht auf Bauernhof;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Privatquartiere nicht auf Bauernhof;Zusatzbetten;63
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Sonstige Fremdenunterkunft;Betriebe;10
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Sonstige Fremdenunterkunft;Betten;147
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Sonstige Fremdenunterkunft;Zimmer;0
2021;Winter;Nassfeld – Pressegger See/Lesachtal/Weissensee;Sonstige Fremdenunterkunft;Zusatzbetten;6
2021;Winter;Region Klagenfurt;Campingplatz;Betriebe;0
2021;Winter;Region Klagenfurt;Campingplatz;Betten;0
2021;Winter;Region Klagenfurt;Campingplatz;Zimmer;0
2021;Winter;Region Klagenfurt;Campingplatz;Zusatzbetten;0
2021;Winter;Region Klagenfurt;Ferienwohnung (priv.) auf Bauernhof;Betriebe;1
2021;Winter;Region Klagenfurt;Ferienwohnung (priv.) auf Bauernhof;Betten;4
2021;Winter;Region Klagenfurt;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2021;Winter;Region Klagenfurt;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;1
2021;Winter;Region Klagenfurt;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;36
2021;Winter;Region Klagenfurt;Ferienwohnung (priv.) n. auf Bauernhof;Betten;156
2021;Winter;Region Klagenfurt;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2021;Winter;Region Klagenfurt;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;27
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;11
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;207
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;111
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;14
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 3 *;Betriebe;17
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 3 *;Betten;854
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 3 *;Zimmer;440
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;79
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 4 *;Betriebe;10
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 4 *;Betten;1214
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 4 *;Zimmer;652
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 4 *;Zusatzbetten;170
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 4* Superior;Betriebe;1
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 4* Superior;Betten;10
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 4* Superior;Zimmer;5
2021;Winter;Region Klagenfurt;Gewerbl. Beherb.betriebe 4* Superior;Zusatzbetten;0
2021;Winter;Region Klagenfurt;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;30
2021;Winter;Region Klagenfurt;Gewerbl. Ferienwohnung bzw. -haus;Betten;230
2021;Winter;Region Klagenfurt;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2021;Winter;Region Klagenfurt;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;88
2021;Winter;Region Klagenfurt;Jugendherbergen u. -gästehäuser;Betriebe;2
2021;Winter;Region Klagenfurt;Jugendherbergen u. -gästehäuser;Betten;200
2021;Winter;Region Klagenfurt;Jugendherbergen u. -gästehäuser;Zimmer;0
2021;Winter;Region Klagenfurt;Jugendherbergen u. -gästehäuser;Zusatzbetten;8
2021;Winter;Region Klagenfurt;Privatquartiere auf Bauernhof;Betriebe;3
2021;Winter;Region Klagenfurt;Privatquartiere auf Bauernhof;Betten;25
2021;Winter;Region Klagenfurt;Privatquartiere auf Bauernhof;Zimmer;0
2021;Winter;Region Klagenfurt;Privatquartiere auf Bauernhof;Zusatzbetten;4
2021;Winter;Region Klagenfurt;Privatquartiere nicht auf Bauernhof;Betriebe;46
2021;Winter;Region Klagenfurt;Privatquartiere nicht auf Bauernhof;Betten;225
2021;Winter;Region Klagenfurt;Privatquartiere nicht auf Bauernhof;Zimmer;0
2021;Winter;Region Klagenfurt;Privatquartiere nicht auf Bauernhof;Zusatzbetten;34
2021;Winter;Region Klagenfurt;Sonstige Fremdenunterkunft;Betriebe;7
2021;Winter;Region Klagenfurt;Sonstige Fremdenunterkunft;Betten;92
2021;Winter;Region Klagenfurt;Sonstige Fremdenunterkunft;Zimmer;0
2021;Winter;Region Klagenfurt;Sonstige Fremdenunterkunft;Zusatzbetten;6
2021;Winter;Region Villach;Bewirtschaftete Schutzhütten;Betriebe;2
2021;Winter;Region Villach;Bewirtschaftete Schutzhütten;Betten;42
2021;Winter;Region Villach;Bewirtschaftete Schutzhütten;Zimmer;0
2021;Winter;Region Villach;Bewirtschaftete Schutzhütten;Zusatzbetten;10
2021;Winter;Region Villach;Campingplatz;Betriebe;10
2021;Winter;Region Villach;Campingplatz;Betten;5222
2021;Winter;Region Villach;Campingplatz;Zimmer;0
2021;Winter;Region Villach;Campingplatz;Zusatzbetten;0
2021;Winter;Region Villach;Ferienwohnung (priv.) auf Bauernhof;Betriebe;23
2021;Winter;Region Villach;Ferienwohnung (priv.) auf Bauernhof;Betten;229
2021;Winter;Region Villach;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2021;Winter;Region Villach;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;28
2021;Winter;Region Villach;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;461
2021;Winter;Region Villach;Ferienwohnung (priv.) n. auf Bauernhof;Betten;2312
2021;Winter;Region Villach;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2021;Winter;Region Villach;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;378
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;45
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;821
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;351
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;86
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 3 *;Betriebe;78
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 3 *;Betten;3523
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 3 *;Zimmer;1265
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;372
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 4 *;Betriebe;28
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 4 *;Betten;3078
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 4 *;Zimmer;1634
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 4 *;Zusatzbetten;532
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 4* Superior;Betriebe;2
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 4* Superior;Betten;465
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 4* Superior;Zimmer;229
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 4* Superior;Zusatzbetten;40
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 5 *;Betriebe;1
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 5 *;Betten;175
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 5 *;Zimmer;98
2021;Winter;Region Villach;Gewerbl. Beherb.betriebe 5 *;Zusatzbetten;33
2021;Winter;Region Villach;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;75
2021;Winter;Region Villach;Gewerbl. Ferienwohnung bzw. -haus;Betten;2066
2021;Winter;Region Villach;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2021;Winter;Region Villach;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;223
2021;Winter;Region Villach;Jugendherbergen u. -gästehäuser;Betriebe;2
2021;Winter;Region Villach;Jugendherbergen u. -gästehäuser;Betten;152
2021;Winter;Region Villach;Jugendherbergen u. -gästehäuser;Zimmer;0
2021;Winter;Region Villach;Jugendherbergen u. -gästehäuser;Zusatzbetten;5
2021;Winter;Region Villach;Kinder- u. Jugenderholungsheime;Betriebe;0
2021;Winter;Region Villach;Kinder- u. Jugenderholungsheime;Betten;0
2021;Winter;Region Villach;Kinder- u. Jugenderholungsheime;Zimmer;0
2021;Winter;Region Villach;Kinder- u. Jugenderholungsheime;Zusatzbetten;0
2021;Winter;Region Villach;Private u. öffentl. Kurheime;Betriebe;4
2021;Winter;Region Villach;Private u. öffentl. Kurheime;Betten;472
2021;Winter;Region Villach;Private u. öffentl. Kurheime;Zimmer;0
2021;Winter;Region Villach;Private u. öffentl. Kurheime;Zusatzbetten;6
2021;Winter;Region Villach;Privatquartiere auf Bauernhof;Betriebe;16
2021;Winter;Region Villach;Privatquartiere auf Bauernhof;Betten;98
2021;Winter;Region Villach;Privatquartiere auf Bauernhof;Zimmer;0
2021;Winter;Region Villach;Privatquartiere auf Bauernhof;Zusatzbetten;2
2021;Winter;Region Villach;Privatquartiere nicht auf Bauernhof;Betriebe;74
2021;Winter;Region Villach;Privatquartiere nicht auf Bauernhof;Betten;428
2021;Winter;Region Villach;Privatquartiere nicht auf Bauernhof;Zimmer;0
2021;Winter;Region Villach;Privatquartiere nicht auf Bauernhof;Zusatzbetten;81
2021;Winter;Region Villach;Sonstige Fremdenunterkunft;Betriebe;15
2021;Winter;Region Villach;Sonstige Fremdenunterkunft;Betten;656
2021;Winter;Region Villach;Sonstige Fremdenunterkunft;Zimmer;0
2021;Winter;Region Villach;Sonstige Fremdenunterkunft;Zusatzbetten;119
2021;Winter;Wörthersee/Rosental;Bewirtschaftete Schutzhütten;Betriebe;1
2021;Winter;Wörthersee/Rosental;Bewirtschaftete Schutzhütten;Betten;34
2021;Winter;Wörthersee/Rosental;Bewirtschaftete Schutzhütten;Zimmer;0
2021;Winter;Wörthersee/Rosental;Bewirtschaftete Schutzhütten;Zusatzbetten;22
2021;Winter;Wörthersee/Rosental;Campingplatz;Betriebe;6
2021;Winter;Wörthersee/Rosental;Campingplatz;Betten;2340
2021;Winter;Wörthersee/Rosental;Campingplatz;Zimmer;0
2021;Winter;Wörthersee/Rosental;Campingplatz;Zusatzbetten;0
2021;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) auf Bauernhof;Betriebe;22
2021;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) auf Bauernhof;Betten;143
2021;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) auf Bauernhof;Zimmer;0
2021;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) auf Bauernhof;Zusatzbetten;19
2021;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) n. auf Bauernhof;Betriebe;340
2021;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) n. auf Bauernhof;Betten;1519
2021;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) n. auf Bauernhof;Zimmer;0
2021;Winter;Wörthersee/Rosental;Ferienwohnung (priv.) n. auf Bauernhof;Zusatzbetten;248
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betriebe;49
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 2 bzw. 1*;Betten;1009
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zimmer;478
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 2 bzw. 1*;Zusatzbetten;79
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 3 *;Betriebe;82
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 3 *;Betten;2114
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 3 *;Zimmer;1050
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 3 *;Zusatzbetten;256
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 4 *;Betriebe;32
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 4 *;Betten;1720
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 4 *;Zimmer;803
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 4 *;Zusatzbetten;257
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 4* Superior;Betriebe;10
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 4* Superior;Betten;1139
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 4* Superior;Zimmer;604
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 4* Superior;Zusatzbetten;94
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 5 *;Betriebe;3
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 5 *;Betten;423
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 5 *;Zimmer;221
2021;Winter;Wörthersee/Rosental;Gewerbl. Beherb.betriebe 5 *;Zusatzbetten;26
2021;Winter;Wörthersee/Rosental;Gewerbl. Ferienwohnung bzw. -haus;Betriebe;57
2021;Winter;Wörthersee/Rosental;Gewerbl. Ferienwohnung bzw. -haus;Betten;1121
2021;Winter;Wörthersee/Rosental;Gewerbl. Ferienwohnung bzw. -haus;Zimmer;0
2021;Winter;Wörthersee/Rosental;Gewerbl. Ferienwohnung bzw. -haus;Zusatzbetten;184
2021;Winter;Wörthersee/Rosental;Jugendherbergen u. -gästehäuser;Betriebe;1
